Header,Emoji,Description,Requirements,Tasks,Pluses,Hashtags,Link,Raw text
Backend Developer for the Communication Platform Team,🗜,"Our communications services handle hundreds of thousands of calls daily from Yandex departments and clients. For example, calls from taxi services or Market couriers are likely handled by us. In addition to telephony, our platform can transform text messages in messengers into voice messages and vice versa. We also solve a variety of infrastructure problems.
We are expanding and are looking for backend developers. We welcome candidates with production development experience using JVM or Golang.","• have developed on JVM, Golang, or C++ and are ready to move to JVM and Golang
• understand the principles of relational and NoSQL databases
• have basic skills in Unix systems
• have designed and developed high-load and distributed services","• Develop one of the following areas:
— A communications platform—the foundation of all our services. We use Golang, Kotlin, and DevOps for deploying services in Yandex.Cloud, configuring load balancers, etc.
— Current services: a virtual PBX for small businesses and call center services within Yandex. There are even more infrastructure tasks here, and TypeScript is being added to the programming languages.
• Use established practices for developing high-load systems: metrics, logs, microservice architecture
• Work in sprints, maintain CI","• familiar with the SIP telephony stack
• developed server applications in Kotlin or Golang
• worked with TypeScript
• have experience developing for cloud systems
• are knowledgeable in PostgreSQL, ZooKeeper, ClickHouse, and Redis",Cloud Golang backend,https://clck.ru/apC8A,"Backend Developer for the Communications Platform Team 🗜

Our communications services handle hundreds of thousands of calls daily from Yandex departments and clients. For example, calls from taxi services or Market couriers are likely handled by us. In addition to telephony, our platform can transform text messages in messengers into voice messages and vice versa. We also solve many infrastructure problems.
We are expanding and are looking for backend developers. We welcome candidates with production development experience on JVM or Golang.

We expect you to:
• have developed on JVM, Golang, or C++ and are ready to transition to JVM and Golang
• understand the principles of relational and NoSQL databases
• have basic skills in Unix systems
• have designed and developed high-load and distributed services

What you need to do:
• develop one of the following areas:
— the communications platform—the foundation of all our services. We use Golang, Kotlin, and DevOps for deploying services in Yandex.Cloud, configuring load balancers, etc.
— Current services: virtual PBX for small businesses and call center services within Yandex. There are even more infrastructure tasks here, and TypeScript is being added to the programming languages.
• Use established practices for developing high-load systems: metrics, logs, microservice architecture
• Work in sprints, support CI

It would be a plus if you:
• Are familiar with the SIP telephony stack
• Have developed server applications in Kotlin or Golang
• Have worked with TypeScript
• Have experience developing for cloud systems
• Are familiar with PostgreSQL, ZooKeeper, ClickHouse, and Redis

https://clck.ru/apC8A

#backend #cloud #golang"
Developer at Cryptography Services,🖥,"We protect user data in Yandex.Cloud. Data is uploaded and stored in the Cloud using a variety of storage services available on our platform. Uploaded data has different logical structures, undergoes different lifecycles, and is stored on physically remote servers. However, all data requires a unified, transparent, and user-controlled system to protect against unauthorized access. This issue is a priority for large enterprise Yandex.Cloud clients, as well as for users who manage personal data. Ensuring the confidentiality of their data is also important for many other user groups. Our division develops cryptographic services that help users protect their data in the Cloud. We are responsible for the development and operation of Cloud services such as Key Management Service, Lockbox, and Certificate Manager.","• You know and enjoy programming in Java, and know or want to learn Go.
• You have experience developing high-load, fault-tolerant backend systems.
• You are comfortable with the Linux command line.
• You are familiar with modern data storage systems: relational DBMSs, OLTP, and OLAP paradigms.
• You are interested in computer security and want to develop in this area.
• You are independent and responsible, and you are a good team player.","• Contribute to the development of Yandex.Cloud's Java backend security services
• Participate in the development of Go-language security libraries and utilities
• Design and create new user data protection schemes","• familiar with the specifics of public clouds: AWS, GCP, Azure
• worked with containerization and container orchestration systems: Docker, K8S
• familiar with the basic concepts of cryptography and modern encryption algorithms
• know how Linux works internally
• are interested in Kotlin",Cloud Java Go backend,https://clck.ru/Y4eMF,"Developer at Cryptography Services🖥

We protect user data in Yandex.Cloud. Data is uploaded and stored in the Cloud using a variety of storage services available on our platform. Uploaded data has different logical structures and lifecycles, and is stored on physically remote servers. However, all data requires a unified, transparent, and user-controlled system to protect against unauthorized access. This issue is a priority for large enterprise Yandex.Cloud clients, as well as for users who manage personal data. Ensuring the privacy of their data is also important for many other user groups. Our division develops cryptographic services that help users protect their data in the Cloud. We are responsible for the development and operation of Cloud services such as Key Management Service, Lockbox, and Certificate Manager.

We expect you to:
• be proficient and passionate about Java programming, know or want to learn Go
• have experience developing high-load, fault-tolerant backend systems
• be comfortable with the Linux command line
• be familiar with modern data storage systems: relational DBMS, OLTP and OLAP paradigms
• be interested in computer security and want to develop in this area
• be independent and responsible, and able to work in a team

What you need to do:
• contribute to the development of Yandex.Cloud Java backend security services
• participate in the development of security libraries and utilities in Go
• design and create new user data protection schemes

It would be a plus if you:
• have experience with the specifics of public clouds: AWS, GCP, Azure
• have worked with containerization and container orchestration systems: Docker, K8S
• are familiar with the basic concepts of cryptography and modern encryption algorithms
• know how Linux works internally
• are interested in Kotlin

https://clck.ru/Y4eMF

#backend #cloud #java #go"
R&D Developer for the Machine Learning Tools Team,🎯,"We're looking for people to help us develop and improve the quality of our machine learning models. You'll be working on the Yandex SpeechKit voice synthesis and recognition service and other areas. If you have strong mathematical skills, have trained neural network models, and are familiar with ML frameworks, please join us.","• familiar with machine learning frameworks such as PyTorch and TensorFlow, and have trained neural network models
• well versed in linear algebra, statistics, probability theory, and basic algorithms
• conducted research from problem formulation to presentation of the results","• Collect and adapt training sets for voice synthesis and recognition models
• Automate data collection, training, and model operation pipelines
• Research neural network architectures and training methods
• Research and develop new ML models needed by the market
• Bring successful experiments to production, support, and develop them based on user feedback and business requests
• Analyze and address the shortcomings of existing ML models
• Monitor and resolve user issues with the service","• familiar with ETL systems, MapReduce, Spark, and other modern solutions and technologies for processing large volumes of data
• programmed for GPUs (OpenCL, CUDA)
• familiar with frameworks and technologies for inferencing TensorRT, OpenVINO, Triton, and other neural network models
• worked with ML models in production",cloud senior python CPP java,https://clck.ru/apCwZ,"R&D Developer for the Machine Learning Tools Team 🎯

We're looking for people to help us develop and improve the quality of our machine learning models. You'll be working on the Yandex SpeechKit voice synthesis and recognition service and other areas. If you have strong math skills, have trained neural network models, and are familiar with ML frameworks, please join us.

We expect you to:
• be familiar with machine learning frameworks such as PyTorch and TensorFlow, and have trained neural network models
• have a good understanding of linear algebra, statistics, probability theory, and basic algorithms
• have conducted research from problem formulation to presentation of results

What you'll need to do:
• collect and adapt training sets for voice synthesis and recognition models
• automate pipelines for data collection, training, and model operation
• research neural network architectures and training methods
• research and develop new ML models needed by the market
• bring successful experiments to production, support, and develop them based on user feedback and business requests
• analyze the shortcomings of existing ML models and address them
• ​​monitor and resolve user issues when working with the service

It would be a plus if you:
• are familiar with systems for ETL processes, MapReduce, Spark, and other modern solutions and technologies for processing large volumes of data
• have programmed for GPU (OpenCL, CUDA)
• familiar with frameworks and technologies for inferencing TensorRT, OpenVINO, Triton, and other neural network models
• worked with ML models in production

https://clck.ru/apCwZ

#cloud #senior #python #CPP #java"
Machine learning tool developer at Yandex.Cloud,👨,"Our team develops the tools data scientists need to train neural network models on tens of terabytes of data and hundreds of GPUs, as well as for controlled deployment of these models in the cloud and on-premises. For example, our platform is used by Yandex SpeechKit, a service that provides cloud-based voice synthesis and recognition.","• know Java, Python, or C++ and are prepared to use whichever language will most effectively solve specific problems
• are familiar with various data sources: KV storage, relational databases, file systems","• Develop tools for easily training modern neural network models on Yandex supercomputers (and Yandex.Cloud)
• Create a service for efficient inference of machine learning models (including the use of models such as BERT and GPT-3) on GPUs and CPUs in the cloud
• Develop tools for automatically transferring inference from the cloud to the client's infrastructure—both to a closed infrastructure and for use on various devices, such as mobile phones
• Research tools for inference and training of low-precision neural network models (int8, NVIDIA Ampere Structured Sparsity) and bring them to production
• Participate in the development of the MLOps cloud platform","• have an understanding of modern hardware and its use for high-performance computing (HPC)
• have worked with machine learning frameworks (PyTorch, TensorFlow)
• have programmed for GPUs (OpenCL, CUDA)
• are familiar with frameworks and technologies for inferencing neural network models (TensorRT, OpenVINO, Triton, etc.)",cloud ml java CPP python,https://clck.ru/apD5b,"Machine Learning Developer at Yandex.Cloud👨

Our team develops the tools data scientists need to train neural network models on tens of terabytes of data and hundreds of GPUs, as well as for controlled operation of these models in the cloud and on-premises. For example, our platform is used by Yandex SpeechKit, a service that provides cloud-based voice synthesis and recognition.

We expect you to:
• Know Java, Python, or C++ and be prepared to use the language that most effectively solves specific problems
• Be familiar with various data sources: KV storage, relational databases, file systems

What you'll need to do:
• Develop tools for easily training modern neural network models on Yandex supercomputers (and Yandex.Cloud)
• Create a service for efficient inference of machine learning models (including the use of models such as BERT and GPT-3) on GPUs and CPUs in the cloud
• Develop tools for automatically transferring inference from the cloud to the client's infrastructure—both to a closed infrastructure and for use on various devices, such as mobile phones
• Research tools for inference and training of low-precision neural network models (int8, NVIDIA Ampere Structured Sparsity) and bring them to production
• Participate in the development of the MLOps cloud platform

It would be a plus if you:
• Have an understanding of modern hardware and its use for high-performance computing (HPC)
• Have worked with machine learning frameworks (PyTorch, TensorFlow)
• Have programmed for GPUs (OpenCL, CUDA)
• Are familiar with frameworks and technologies for inferencing neural network models (TensorRT, OpenVINO, Triton, etc.)

https://clck.ru/apD5b

#cloud #ml #java #CPP #python"
Python Developer at Lavka,🍜,"Our team is developing the Yandex.Lavka warehouse management system—a platform that handles store operations, internal process management, warehouse staff and couriers, and the receiving, storage, and shipping of goods. We plan to grow our team, expand the platform's functionality, and strengthen our international operations.
Our strengths include a startup spirit, no legacy software, and extensive business process and unit testing.
Backend: Python 3.7.3, aiohttp, asyncio + PostgreSQL, and MongoDB; frontend: React.
Technologies: asynchronous and event-driven programming, queues, sharded database.","• More than two years of Python development
• Worked with aiohttp and asynchronous programming
• Created web applications or data processing systems
• Well-versed in the *nix development environment
• Worked with version control systems (Git, Mercurial)","• Develop a warehouse management system, add new features, and optimize processes
• Develop a logistics service for working with Lavka couriers
• Set up analytics and warehouse monitoring
• Provide a large number of integrations with various services",• worked with PostgreSQL and know other databases,backend shop,https://ya.cc/t/qh-Pcov43BtC6C,"Python Developer at Lavka🍜

Our team is developing the Yandex.Lavka warehouse management system—a platform that handles store operations, internal process management, warehouse staff and couriers, and the receiving, storage, and shipping of goods. We plan to grow our team, expand the platform's functionality, and strengthen our international focus.
Our strengths include a startup spirit, no legacy software, and extensive business process and unit testing.
Backend: Python 3.7.3, aiohttp, asyncio + PostgreSQL, and MongoDB; frontend: React.
Technologies: asynchronous and event-driven programming, queues, sharded database.

We expect you to:
• have more than two years of experience developing in Python
• have worked with aiohttp and asynchronous programming
• have created web applications or data processing systems
• be familiar with the *nix development environment
• have worked with version control systems (Git, Mercurial)

What you need to do:
• develop a warehouse management system, add new features, and optimize processes
• develop a logistics service for working with Lavka couriers
• configure analytics and warehouse monitoring
• provide a large number of integrations with various services

It would be a plus if you:
• have worked with PostgreSQL and are familiar with other databases

https://ya.cc/t/qh-Pcov43BtC6C

#backend #lavka"
Backend Python Developer for the Machine Learning Systems team,🎡,"Our goal is to make it easy for any machine learning specialist at Yandex to analyze their experiments and, most importantly, share their models and results with other team members. We aim to expand the number of supported scenarios and improve existing ones. Additionally, our team is developing one of the best gradient boosting libraries, CatBoost.","• use the Python programming language
• developed network services and worked with databases","• Develop a service for scenarios for working with machine learning models and experiments, create and improve scenarios
• Develop and develop services for analyzing experimental results
• Develop services for online visualization and interaction with training processes: hosting TensorBoard visualizations, tools for saving intermediate training artifacts
• Develop a custom Python library and a public API
• Integrate the experimentation platform into various Yandex systems: improve interaction with the task launch platform, the A/B experiment system, and the online and offline metrics system","• Developed APIs in Python: FastAPI, Flask
• Experience with Pandas, NumPy, scikit-learn
• Worked with Node.js + React, which is what we use for our frontend
• Experienced with ClickHouse, MongoDB, Redis
• Analyzed and optimized the performance of SQL/NoSQL queries",ML Python,https://ya.cc/t/bHBNnUph3BwmPJ,"Python Backend Developer for the Machine Learning Systems Team🎡

Our goal is to make it easy for any machine learning specialist at Yandex to analyze their experiments and, most importantly, share their models and results with other team members. We want to expand the number of supported scenarios and improve existing ones. Our team is also developing one of the best gradient boosting libraries, CatBoost.

We expect you to:
• Use Python
• Develop network services and work with databases

What you'll need to do:
• Develop a service for working with machine learning models and experiments, create and improve scenarios
• Develop and develop services for analyzing experiment results
• Develop services for online visualization and interaction with training processes: TensorBoard visualization hosting, tools for saving intermediate training artifacts
• Develop a custom Python library and a public API
• Integrate the experiment platform into various Yandex systems: improve interaction with the task launch platform, the A/B experiment system, and the online and offline metrics system

It would be a plus if you:
• Developed APIs in Python: FastAPI, Flask
• Have experience with Pandas, NumPy, scikit-learn
• Worked with Node.js + React, which is what we use for our frontend
• Have experience with ClickHouse, MongoDB, Redis
• analyzed and optimized the performance of SQL/NoSQL queries

https://ya.cc/t/bHBNnUph3BwmPJ

#ML #python"
Python Developer at Yandex.Textbook,📙,"The Yandex.Textbook service helps make the learning process more personalized and transparent. We launched the platform in 2018, and it's now deployed in regional schools. We're looking for a strong Pythonista who enjoys solving architectural problems and building complex services.
We use Python, Django, the Django REST framework, aiohttp, PostgreSQL, Docker, and Celery.","• Strong backend developer
• Ready to learn","• solve architectural problems
• build complex services and data processing infrastructure","• Program in Python or any other language and are ready to learn Python
• Know how to cover your code with tests
• Have developed web services, worked with relational databases, and Docker",Python backend tutorial,https://clck.ru/ZeuBT,"Python Developer at Yandex.Textbook 📙

Yandex.Textbook helps make the learning process more personalized and transparent. We launched the platform in 2018, and it's now deployed in regional schools. We're looking for a strong Pythonista who enjoys solving architectural problems and building complex services.
We use Python, Django, the Django REST framework, aiohttp, PostgreSQL, Docker, and Celery.

We expect you to be:
• a strong backend developer
• willing to learn

What you need to do:
• solve architectural problems
• build complex services and data processing infrastructure

It will be a plus if you:
• program in Python or any other language and are willing to learn Python
• know how to cover your code with tests
• have developed web services, worked with relational databases and Docker

https://clck.ru/ZeuBT

#backend #python #tutorial"
Product Analyst at Maps,🗺,"We help people find the right place in the city and plan a route there, provide traffic information, and display panoramic views. This generates terabytes of data, which we analyze to improve the user experience and help our colleagues make decisions about Maps' development.","• have a higher education in mathematics or engineering
• have worked as a product analyst
• are proficient in Python (Pandas, NumPy), SQL
• have analyzed data
• are able to critically evaluate hypotheses, study and structure data, draw conclusions, and establish non-obvious relationships between facts","• Develop models, metrics, and calculations in Python
• Conduct A/B tests and analyze their results
• Use a distributed computing model (MapReduce) to work with large volumes of heterogeneous geodata","• applied data mining and ML methods
• skillfully handle BI platforms and data visualization tools (Tableau, QlikView, Yandex DataLens)",Python analytics maps,https://ya.cc/t/X7XoIJXR32pQfQ,"Product Analyst at Maps🗺

We help people find the right place in the city and get directions, provide traffic information, and display panoramic views. This generates terabytes of data, which we analyze to improve the user experience and help our colleagues make decisions about Maps' development.

We expect you to:
• have a higher education in mathematics or engineering
• have worked as a product analyst
• be proficient in Python (Pandas, NumPy), SQL
• have analyzed data
• be able to critically evaluate hypotheses, explore and structure data, draw conclusions, and establish non-obvious relationships between facts

What you'll need to do:
• develop models, metrics, and calculations in Python
• conduct A/B tests and analyze their results
• use a distributed computing model (MapReduce) to work with large volumes of heterogeneous geodata

It will be a plus if you:
• have applied data mining and ML methods
• are proficient in BI platforms and data visualization tools (Tableau, QlikView, Yandex DataLens)

https://ya.cc/t/X7XoIJXR32pQfQ

#maps #analytics #python"
Machine learning engineer for the self-driving car computer vision team,🏎,"Our team helps self-driving cars recognize objects on the road, but this is not enough to reliably analyze traffic conditions. We are seeking a strong engineer with knowledge of C++ and Python to develop ML models that take into account scene context and object interactions.","• have a good understanding of the theory and methods of working with CV tasks, have successfully applied them, and achieved practical results in industry
• have an excellent knowledge of mathematical statistics, TERVER, classical and neural network machine learning, and have applied them in practice
• are able to decompose complex projects into tasks and solve them independently and in a team
• have excellent knowledge of modern C++, Python, and frameworks","• develop classical and machine-learned algorithms for analyzing complex traffic situations and implement them in developing hypotheses, testing them based on data, interpreting the results, and accepting them based on quality metrics
• build and develop data processing and labeling processes for your tasks on Yandex clusters","• have worked with computer graphics and robotics, and written programs that process data from cameras, lidars, and radars
• have participated in AI or data science competitions
• are ready to develop large multithreaded systems",ml CPP python drones,https://ya.cc/t/JL1Q4DzL33wmrh,"Machine Learning Engineer for the Self-Driving Car Computer Vision Team🏎

Our team helps self-driving cars recognize objects on the road, but this isn't enough to reliably analyze traffic conditions. We're looking for a strong engineer with knowledge of C++ and Python to develop ML models that take into account scene context and object interactions.

We expect you to:
• have a good understanding of the theory and methods of working with CV tasks, have successfully applied them, and achieved practical results in the industry
• have excellent knowledge of mathematical statistics, TERVER, classical and neural network machine learning, and have applied them in practice
• be able to decompose complex projects into tasks and solve them independently and in a team
• be proficient in modern C++, Python, and frameworks

What you need to do:
• develop classical and machine-learned algorithms for analyzing complex traffic situations and implement them in developing hypotheses, testing them based on data, interpreting the results, and accepting them based on quality metrics
• build and develop data processing and labeling processes for your tasks on Yandex clusters

It will be a plus if you:
• have worked with computer graphics and robotics, written programs processing data from cameras, lidars, and radars
• have participated in AI or data science competitions
• are ready to develop large multi-threaded systems systems

https://ya.cc/t/JL1Q4DzL33wmrh

#ml #CPP #python #drones"
C++ Developer for the Yandex.Direct Moderation Team,💻,"Our service helps ensure that Yandex.Direct content complies with the law, doesn't contain deliberately false information, and meets specific requirements. Our goal is to provide a content moderation system for all Yandex services.
We are seeking a responsible developer with knowledge of C++.","• understand the specifics of developing high-load, fault-tolerant services
• know how to evaluate and solve high-level problems
• are proficient in C++","• Design and develop system architecture based on user requirements
• Accelerate and optimize processes
• Monitor service quality and improve material labeling methods","• know Python
• implemented ML in production",CPP backend,https://ya.cc/t/EffBhq-G32cKYS,"C++ Developer for the Yandex Direct Moderation Team 💻

Our service helps ensure that Yandex Direct content complies with the law, does not contain knowingly false information, and meets certain requirements. Our goal is to provide a content moderation system for all Yandex services.
We are looking for a responsible developer with knowledge of C++.

We expect you to:
• understand the specifics of developing high-load, fault-tolerant services
• be able to evaluate and solve high-level problems
• be proficient in C++

What you'll need to do:
• design and develop system architecture based on user requirements
• accelerate and optimize processes
• monitor service quality and improve content tagging methods

It would be a plus if you:
• know Python
• have implemented ML in production

https://ya.cc/t/EffBhq-G32cKYS

#backend #CPP"
Python Developer for the Self-Driving Car Infrastructure Team,🚗,Operating self-driving cars and delivery robots is impossible without a reliable infrastructure for collecting and delivering data for subsequent analysis. We are developing services for this infrastructure. Join us to develop the technologies of the future together.,"• Proficient in Python and ready to write in C++
• Developed cloud services
• Worked with PostgreSQL, MySQL, or other relational databases
• Developed for Linux or POSIX
• Understand the fundamentals of building fault-tolerant distributed systems","• develop new and refine existing services in the infrastructure of self-driving cars and delivery robots
• develop infrastructure for testing and deploying services under development
• support solutions in production
• solve other infrastructure and system tasks","• have a strong knowledge of C++ and STL
• have worked with ClickHouse and Kafka
• understand the specifics of working with big data
• have built Debian packages",Python CPP infrastructure drones,https://ya.cc/t/zkHWKL3Y3C8LUD,"Python Developer for the Self-Driving Car Infrastructure Team🚗

Operating self-driving cars and delivery robots is impossible without a reliable infrastructure for collecting and delivering data for subsequent analysis. We are developing services for this infrastructure. Join us to develop the technologies of the future together.

We expect you to:
• Proficient in Python, ready to write in C++
• Develop cloud services
• Work with PostgreSQL, MySQL, or other relational databases
• Develop for Linux or POSIX
• Understand the fundamentals of building fault-tolerant distributed systems

What you'll need to do:
• Develop new and refine existing services in the infrastructure of self-driving cars and delivery robots
• Develop infrastructure for testing and deploying services under development
• Maintain solutions in production
• Solve other infrastructure and system tasks

It would be a plus if you:
• Proficient in C++ and STL
• Worked with ClickHouse and Kafka
• Understand the specifics of working with big data
• Have built Debian packages

https://ya.cc/t/zkHWKL3Y3C8LUD

#infrastructure #python #CPP #drones"
Analyst-developer in the agency analytics team,📈,"Our team provides analytical support to Yandex's advertising agency partners. A large share of Yandex's advertising revenue comes from the agency channel, making this a critical area of ​​focus.","• approach your work responsibly and meet deadlines
• can develop iterative solutions: start simple and then develop and complicate them
• ​​know any SQL dialect
• are familiar with popular Python libraries for data processing and analysis
• understand Excel
• have studied the basics of statistics
• know how to formulate hypotheses and test them
• ​​are able to convincingly convey your point of view","• Develop data delivery processes
• Build forecasts
• Analyze the effectiveness of the bonus program
• Develop new analytical reports, maintain and develop existing ones
• Integrate analytical tools into internal and external systems
• Optimize and automate manual work of sales departments","• know how to develop ETL processes
• understand how online advertising works
• are familiar with Yandex.Direct, Display, Metrica, and other advertising tools
• know how advertising agencies are structured and operate",Python analytics,https://clck.ru/arrBw,"Analyst-Developer for the Agency Analytics Team📈

Our team provides analytical support to Yandex's advertising agency partners. A large share of Yandex's advertising revenue comes from the agency channel, making this a key area of ​​focus.

We expect you to:
• be responsible in your work and meet deadlines
• develop iterative solutions: start simple and then develop and make them more complex
• know any SQL dialect
• be familiar with popular Python libraries for data processing and analysis
• understand Excel
• have studied the basics of statistics
• be able to formulate hypotheses and test them
• ​​be able to clearly communicate your point of view

What you need to do:
• develop data delivery processes
• build forecasts
• analyze the effectiveness of the bonus program
• develop new analytical reports, maintain and develop existing ones
• integrate analytical tools into internal and external systems
• optimize and automate manual work of sales departments

It will be a plus if you:
• know how to develop ETL processes
• understand how online advertising works
• are familiar with Yandex.Direct, Display, Metrica, and other advertising tools
• know how advertising systems are structured and work agencies

https://clck.ru/arrBw

#analytics #python"
Interface developer in 360,📨,"Yandex 360 is a virtual workspace that includes personal services: Mail, Drive, Teleconference, Documents, Calendar, Notes, and Messenger.

Our team develops interfaces for personal services, prepares components for embedding in mobile apps, and develops build and deployment tools. We constantly strive to improve quality and performance, while also experimenting with new technologies. We have a fun time!
We use TypeScript, Node.js, React, Redux, MobX, webpack, SSR, Service Workers, and IndexedDB.","• Know JavaScript
• Know HTML and CSS, and how they display in browsers
• Know the principles of HTTP
• Know how to work in the *nix command line
• Have worked with Git or SVN version control systems
• Know classic algorithms and data structures","• Design service and product architecture
• Modernize the technology stack of services
• Layout complex visual components
• Optimize the application for desktop and mobile devices
• Responsible for integration with native iOS and Android applications (we have experience working with WebView and React Native)
• Deploy applications independently (we are developing a DevOps culture within the team)","• developed in TypeScript
• worked with Grunt, Gulp, Webpack, Rollup, or any other build system
• developed in Node.js
• wrote automated tests","Frontend, Senior, Mail, TypeScript, React, Redux, NodeJS",https://clck.ru/asgxt,"Interface Developer at 360📨

Yandex 360 is a virtual workspace that includes personal services: Mail, Drive, Teleconference, Documents, Calendar, Notes, and Messenger.

Our team develops interfaces for personal services, prepares components for embedding in mobile apps, and develops build and deployment tools. We constantly strive to improve quality and performance, while also experimenting with new technologies. We have a fun team!
We use TypeScript, Node.js, React, Redux, MobX, webpack, SSR, Service Workers, and IndexedDB.

We expect you to:
• Know JavaScript
• Know HTML and CSS, including how they display in browsers
• Know the principles of HTTP
• Proficient in the *nix command line
• Experience with Git or SVN version control systems
• Knowledge of classic algorithms and data structures

What you'll need to do:
• Design the architecture of services and products
• Modernize the technology stack of services
• Build complex visual components
• Optimize the app for desktop and mobile devices
• Be responsible for integration with native iOS and Android apps (we have experience with WebView and React Native)
• Deploy apps independently (we are cultivating a DevOps culture in our team)

It would be a plus if you:
• Developed in TypeScript
• Worked with Grunt, Gulp, Webpack, Rollup, or any other build system
• Developed in Node.js
• Wrote Automated tests

https://clck.ru/asgxt

#frontend #senior #mail #typescript #react #redux #nodejs"
Java/Kotlin Rendering Engine Developer for Browser,🛤,Our team is working hard to make the Browser even faster and more user-friendly. We're looking for a Java/Kotlin developer to help us with this.,"• have developed mobile applications for Android and have a deep understanding of the platform's SDK
• understand modern principles of building mobile application architecture
• are proficient in Java and Kotlin
• know and can apply the principles of multithreaded programming","• Develop and implement projects that will speed up the browser
• Work with the Android browser's graphical subsystem","• wrote in C++
• worked with JavaScript, HTML, and CSS
• worked with distributed version control systems",Mobile Android Kotlin Java browser Novosibirsk Nizhny Novgorod senior,https://ya.cc/t/edCEXKPx3C8VsJ,"Java/Kotlin Rendering Engine Developer for Browser🛤

Our team is working hard to make Browser even faster and more user-friendly. We're looking for a Java/Kotlin developer to help us with this.

We expect you to:
• have developed mobile apps for Android and have a deep understanding of the platform's SDK
• be familiar with modern principles of mobile app architecture
• be proficient in Java and Kotlin
• know and apply multithreaded programming principles

What you need to do:
• design and implement projects that will speed up the browser
• work with the Android browser's graphics subsystem

It would be a plus if you:
• have written in C++
• have worked with JavaScript, HTML, and CSS
• have worked with distributed version control systems

https://ya.cc/t/edCEXKPx3C8VsJ

#mobile #android #kotlin #java #browser #novosibirsk #nizhnynovgorod #senior"
Analyst in the product recommendation group,🎈,"Our algorithms, based on statistical methods, predict the normal behavior of key metrics and identify deviations from the norm. Identified inefficiencies are enriched with analytics and fed into the company's internal systems as reports or triggers.","• Excellent command of SQL (at the level of complex joins and window functions)
• Knowledge of Python at the application level
• Understand the basics of statistics and econometrics
• Experience with Git or SVN version control systems
• Ability to come up with several possible solutions: first simple, then more complex, monitoring quality and assumptions at each stage","• Collect and analyze data from various sources
• Formulate and test hypotheses
• Implement statistical data analysis algorithms to detect anomalies
• Integrate the analytics platform into systems and internal tools
• Develop infrastructure and data delivery processes between MapReduce, PostgreSQL, and ClickHouse data warehouses","• worked with data visualization tools: DataLens, Tableau, or Power BI
• have an account on",Python analytics,https://clck.ru/arrNA,"Analyst in the Recommendation Product Team 🎈

Our algorithms, based on statistical methods, predict the normal behavior of key metrics and identify deviations from the norm. Identified inefficiencies are enriched with analytics and fed into the company's internal systems as reports or triggers.

We expect you to:
• Proficient in SQL (including complex joins and window functions)
• Proficient in Python at the application level
• Understand the basics of statistics and econometrics
• Experience with Git or SVN version control systems
• Ability to develop multiple solution options: first simple, then more complex, monitoring quality and assumptions at each stage

What you'll need to do:
• Collect and analyze data from various sources
• Formulate and test hypotheses
• Implement statistical data analysis algorithms to detect anomalies
• Integrate the analytics platform into systems and internal tools
• Develop infrastructure and data delivery processes between MapReduce, PostgreSQL, and ClickHouse data warehouses

It would be a plus if you:
• Have experience with data visualization tools: DataLens, Tableau, or Power BI
• Have an account on

https://clck.ru/arrNA

#analytics #python"
Technical Process Engineer,🔬,"Yandex builds effective processes for mass collaboration between humans and algorithms to solve a variety of problems (data labeling for ML, software testing, content moderation, etc.). We are looking for technical managers to join our crowdsourcing and platform management teams.","• have programmed in Python, Java, or Groovy
• can write analytical scripts and SQL queries
• have processed large files (JSON, TSV, CSV)","• build data collection and processing pipelines
• create algorithms for working with data and automating processes
• analyze the functionality of processes and user behavior within them
• ​​prepare experiments and studies, study their results, and draw conclusions","• understand the principles of ML
• know HTML, CSS, and JavaScript
• have used mathematical statistics in your work",python java SQL ML HTML CSS,https://ya.cc/t/yMXgjYXe3CaBJp,"Technical Process Engineer🔬

Yandex builds effective processes for mass collaboration between humans and algorithms to solve a variety of problems (data labeling for ML, software testing, content moderation, etc.). We are looking for technical managers to join our crowdsourcing and platformization teams.

We expect you to:
• program in Python, Java, or Groovy
• write analytical scripts and SQL queries
• process large files (JSON, TSV, CSV)

What you'll need to do:
• build data collection and processing pipelines
• create algorithms for working with data and automate processes
• analyze process functionality and user behavior
• design experiments and studies, analyze their results, and draw conclusions

It will be a plus if you:
• understand the principles of ML
• know HTML, CSS, and JavaScript
• have used mathematical statistics in your work

https://ya.cc/t/yMXgjYXe3CaBJp

#python #java #SQL #ML #HTML #CSS"
